,Category,Headlines,Summary,DateTime,Url
272,India,More than one crore likely to perform Surya Namaskar on Makar Sankranti: Ayush Minister Sarbananda Sonowal, More than one crore likely to perform Surya Namaskar on Makar Sankranti: Ayush Minister Sonowal,2022-01-13T14:12:42+05:30,https://www.indiatoday.in/nation/story/more-than-one-crore-likely-to-perform-surya-namaskar-on-makar-sankranti-ayush-minister-1899562-2022-01-13?utm_source=rss
273,India,Kerala's K-Rail: Pinarayi's silver bullet, Kerala's K-Rail: Pinarayi's silver bullet,2022-04-08T21:11:51+05:30,https://www.indiatoday.in/magazine/nation/story/20220418-kerala-s-k-rail-pinarayi-s-silver-bullet-1934628-2022-04-08?utm_source=rss
274,India,Tech to the booth: BJP's mission 51 in Madhya Pradesh, Tech to the booth: BJP's mission 51 in Madhya Pradesh,2022-04-01T16:02:01+05:30,https://www.indiatoday.in/magazine/nation/story/20220411-tech-to-the-booth-bjp-s-mission-51-in-madhya-pradesh-1932264-2022-04-01?utm_source=rss
275,India,Sitaram Yechury Re-elected CPM General Secretary,Senior CPI(M) leader Sitaram Yechury was re-elected as the General Secretary of the party for the third consecutive time here on Sunday.,"Sun, 10 Apr 2022 19:49:28 +0530",https://www.ndtv.com/india-news/sitaram-yechury-re-elected-cpm-general-secretary-2875834
276,India,Uttar Pradesh: The lessons of loss, Uttar Pradesh: The lessons of loss,2022-03-26T00:31:49+05:30,https://www.indiatoday.in/magazine/nation/story/20220404-uttar-pradesh-the-lessons-of-loss-1929237-2022-03-26?utm_source=rss
277,India,"Punjab: New CM, old problems"," Punjab: New CM, old problems",2022-03-18T14:23:16+05:30,https://www.indiatoday.in/magazine/nation/story/20220328-punjab-new-cm-old-problems-1926474-2022-03-18?utm_source=rss
278,India,Bureaucrats: Uncivil strife, Bureaucrats: Uncivil strife,2022-01-28T14:38:40+05:30,https://www.indiatoday.in/magazine/nation/story/20220207-bureaucrats-uncivil-strife-1905430-2022-01-28?utm_source=rss
279,Lifestyle,Pandemic impact more severe on Kerala airports,A prime reason is that the State has been handling more international passengers than domestic ones of late,"Sun, 10 Apr 2022 20:53:52 +0530",https://www.thehindu.com/news/national/kerala/pandemic-impact-more-severe-on-kerala-airports/article65308985.ece
280,Lifestyle,"Tamil Nadu government plans to borrow ₹23,500 cr. in Q1 of FY2023","The State plans to borrow a net amount of ₹90,116.52 crore for 2022-23","Sun, 10 Apr 2022 20:49:16 +0530",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-government-plans-to-borrow-23500-cr-in-q1-of-fy2023/article65309178.ece
281,Lifestyle,Rama Navami Shobha yatra passes off peacefully,High security cover during processions in Hyderabad,"Sun, 10 Apr 2022 20:47:15 +0530",https://www.thehindu.com/news/national/telangana/rama-navami-shobha-yatra-passes-off-peacefully/article65309052.ece
282,Lifestyle,Cabinet revamp in Andhra Pradesh: mixed bag of fortunes for aspirants,"While Balineni’s supporters have slipped into despair, the mood  in Suresh’s camp is upbeat","Sun, 10 Apr 2022 20:38:05 +0530",https://www.thehindu.com/news/national/andhra-pradesh/cabinet-revamp-in-andhra-pradesh-mixed-bag-of-fortunes-for-aspirants/article65309073.ece
283,Lifestyle,Heatwave action plan: Break from work and school from 11 a.m. to 3 p.m. recommended,"In the medium term, the plan recommends a heat spot vulnerability mapping within cities","Sun, 10 Apr 2022 20:43:05 +0530",https://www.thehindu.com/news/cities/bangalore/heatwave-action-plan-break-from-work-and-school-from-11-am-to-3-pm-recommended/article65309174.ece
284,Lifestyle,14 new faces in 25-member A.P. Cabinet to take charge today,"Jagan picks 11 Ministers from BCs, five from SCs, eight from OCs","Sun, 10 Apr 2022 20:46:53 +0530",https://www.thehindu.com/news/national/andhra-pradesh/14-new-faces-in-25-member-ap-cabinet-to-take-charge-today/article65309015.ece
285,Lifestyle,Bommai says he will go to elections with report card,"‘By translating progressive programmes, projects into reality, I’ll seek people’s blessings’","Sun, 10 Apr 2022 20:36:57 +0530",https://www.thehindu.com/news/national/karnataka/bommai-says-he-will-go-to-elections-with-report-card/article65309217.ece
286,Lifestyle,HDK calls for peaceful ‘shobha yatras’,"Ensure communal harmony, he says","Sun, 10 Apr 2022 20:36:54 +0530",https://www.thehindu.com/news/national/karnataka/hdk-calls-for-peaceful-shobha-yatras/article65309025.ece
287,Lifestyle,BSF conducts first operation under enhanced operational limits,"Increased territorial jurisdiction helps us plan operations better, says official","Sun, 10 Apr 2022 20:35:03 +0530",https://www.thehindu.com/news/national/bsf-conducts-first-operation-under-enhanced-operational-limits/article65309084.ece
288,Lifestyle,‘Bihari Babu’ Shatrughan Sinha faces ‘outsider’ tag at Asansol in Bengal,Campaign for Lok Sabha bypoll ended on Sunday; contest has emerged as prestige fight for Trinamool and BJP,"Sun, 10 Apr 2022 20:28:39 +0530",https://www.thehindu.com/news/cities/kolkata/bihari-babu-shatrughan-sinha-faces-outsider-tag-at-asansol-in-bengal/article65309124.ece
289,Lifestyle,Andhra Pradesh: induction of three leaders from Chittoor into Cabinet comes as a surprise,"The going will get tough for the Opposition, say YSRCP cadres","Sun, 10 Apr 2022 20:25:14 +0530",https://www.thehindu.com/news/national/andhra-pradesh/andhra-pradesh-induction-of-three-leaders-from-chittoor-into-cabinet-comes-as-a-surprise/article65309132.ece
290,Lifestyle,Unite to tread the path of progress: CM,He emphasises need to sink differences over caste and religion,"Sun, 10 Apr 2022 20:45:17 +0530",https://www.thehindu.com/news/national/karnataka/unite-to-tread-the-path-of-progress-cm/article65309097.ece
291,Lifestyle,Religious fervour marks temple fest,Event held on a grand scale after a gap of two years,"Sun, 10 Apr 2022 20:54:42 +0530",https://www.thehindu.com/news/cities/Hyderabad/religious-fervour-marks-temple-fest/article65309343.ece
292,Lifestyle,Congress calls for a boycott of KCR’s Iftar party,‘4% to Muslims in danger’,"Sun, 10 Apr 2022 21:00:53 +0530",https://www.thehindu.com/news/national/telangana/congress-calls-for-a-boycott-of-kcrs-iftar-party/article65309311.ece
293,Lifestyle,"Shiv Sena has turned pseudo-secular, says Devendra Fadnavis",The BJP leader questions why some parties were upset at ‘Hanuman Chalisa’ being played when it was part of Hindu tradition,"Sun, 10 Apr 2022 20:57:58 +0530",https://www.thehindu.com/news/national/other-states/shiv-sena-has-turned-pseudo-secular-says-devendra-fadnavis/article65308835.ece
294,Lifestyle,No going back on development projects: CM,Show of strength of Kerala unit on display as CPI(M) party congress concludes,"Sun, 10 Apr 2022 21:46:15 +0530",https://www.thehindu.com/news/national/no-going-back-on-development-projects-cm/article65309541.ece
295,Lifestyle,Qutub Minar is actually ‘Vishnu Stambh’: Vishwa Hindu Parishad spokesperson,"Qutub Minar was built with materials from 27 demolished Hindu-Jain temples, says Vinod Bansal","Sun, 10 Apr 2022 21:45:31 +0530",https://www.thehindu.com/news/national/qutub-minar-is-actually-vishnu-stambh-vishwa-hindu-parishad-spokesperson/article65309467.ece
296,Lifestyle,The precarious life of ‘Makkal Nala Paniyalargals’,They see a ray of hope in the Chief Minister’s announcement,"Sun, 10 Apr 2022 21:42:44 +0530",https://www.thehindu.com/news/national/tamil-nadu/the-precarious-life-of-makkal-nala-paniyalargals/article65309214.ece
297,Lifestyle,Handwritten German Bible released,Retired engineer learns the language to bring out the New Testament,"Sun, 10 Apr 2022 21:36:31 +0530",https://www.thehindu.com/news/national/kerala/handwritten-german-bible-released/article65309189.ece
298,Lifestyle,‘NEP 2020 envisions education system based on Indian ethos’,It will help transform India into an equitable and vibrant knowledge society: Karisiddappa,"Sun, 10 Apr 2022 21:33:15 +0530",https://www.thehindu.com/news/national/karnataka/nep-2020-envisions-education-system-based-on-indian-ethos/article65308914.ece
299,Lifestyle,Komatireddy vows to bring Congress back to power,He is appointed star campaigner by the AICC,"Sun, 10 Apr 2022 21:29:57 +0530",https://www.thehindu.com/news/national/telangana/komatireddy-vows-to-bring-congress-back-to-power/article65309505.ece
300,Lifestyle,"Modi, Biden to hold virtual meeting ahead of U.S.-India 2+2 dialogue",U.S. statement says Mr. Biden to raise Russia war in Ukraine; New Delhi doesn’t refer to conflict.,"Sun, 10 Apr 2022 21:25:19 +0530",https://www.thehindu.com/news/national/modi-biden-to-hold-virtual-meeting-ahead-of-us-india-22-dialogue/article65309247.ece
301,Lifestyle,"Naidu urges Chief Secretary to save industries, farmers in A.P. from power crisis",‘The YSRCP government has failed in enhancing production’,"Sun, 10 Apr 2022 21:23:40 +0530",https://www.thehindu.com/news/national/andhra-pradesh/naidu-urges-chief-secretary-to-save-industries-farmers-in-ap-from-power-crisis/article65309210.ece
302,Lifestyle,KSEBOA indefinite stir from Monday,In protest against suspension of union leaders,"Sun, 10 Apr 2022 20:57:00 +0530",https://www.thehindu.com/news/national/kerala/kseboa-indefinite-stir-from-monday/article65309335.ece
303,Lifestyle,Bhupesh Baghel chalks out intense pre-poll campaign in Chhattisgarh,Chhattisgarh CM blends religious appeal with welfare schemes to retain State,"Sun, 10 Apr 2022 21:21:45 +0530",https://www.thehindu.com/news/national/other-states/bhupesh-baghel-chalks-out-intense-pre-poll-campaign-in-chhattisgarh/article65309168.ece
304,Lifestyle,This country belongs to everyone: Madhuswamy,Minister for Law and Parliamentary Affairs and Minor Irrigation J.C. Madhuswamy has taken serious exception to actions and statements by Hindutva outfits on imposing restrictions on Muslim traders and vendors,"Sun, 10 Apr 2022 21:16:59 +0530",https://www.thehindu.com/news/national/karnataka/this-country-belongs-to-everyone-madhuswamy/article65309196.ece
305,Lifestyle,100-year-old silent classic Behula reaches the NFAI’s vaults,The five-reel film by the famed Madan Theatre was sourced from the Fondation Jérôme Seydoux-Pathé in Paris,"Sun, 10 Apr 2022 21:16:35 +0530",https://www.thehindu.com/news/national/other-states/100-year-old-silent-classic-behula-reaches-the-nfais-vaults/article65302770.ece
306,Lifestyle,State reports 30 new COVID-19 infections,Two new clusters identified in Chennai,"Sun, 10 Apr 2022 21:15:11 +0530",https://www.thehindu.com/news/national/tamil-nadu/state-reports-30-new-covid-19-infections/article65309435.ece
307,Lifestyle,Perinthalmanna to host State’s first free civil services academy,Faizal &amp; Shabana Foundation joins KREA education programme,"Sun, 10 Apr 2022 21:13:56 +0530",https://www.thehindu.com/news/national/kerala/perinthalmanna-to-host-states-first-free-civil-services-academy/article65309288.ece
308,Lifestyle,Tirupati and Annamayya districts draw a blank in Cabinet  reshuffle in A.P.,Amzath Basha from Kadapa district retains his berth; hopes of other aspirants dashed,"Sun, 10 Apr 2022 21:04:00 +0530",https://www.thehindu.com/news/national/andhra-pradesh/tirupati-and-annamayya-districts-draw-a-blank-in-cabinet-reshuffle-in-ap/article65309146.ece
309,Lifestyle,AICC serves show-cause notice on K.V. Thomas,Veteran leader senses casteist slur in Sudhakaran&#039;s comment,"Sun, 10 Apr 2022 21:03:50 +0530",https://www.thehindu.com/news/national/kerala/aicc-serves-show-cause-notice-on-kv-thomas/article65309203.ece
310,Lifestyle,Kozhikode beach gears up to witness govt’s first anniversary celebrations,Events to be held from April 19 to 26,"Sun, 10 Apr 2022 21:01:45 +0530",https://www.thehindu.com/news/cities/kozhikode/kozhikode-beach-gears-up-to-witness-govts-first-anniversary-celebrations/article65308897.ece
311,Lifestyle,Protest march taken out in Hubballi,Anger over soaring prices of essential commodities,"Sun, 10 Apr 2022 20:20:38 +0530",https://www.thehindu.com/news/national/karnataka/protest-march-taken-out-in-hubballi/article65308832.ece
312,Lifestyle,UDF members of local bodies to stage protest in Malappuram on Tuesday,‘State govt. trying to strangulate local bodies by denying enough funds and wresting their powers’,"Sun, 10 Apr 2022 21:20:55 +0530",https://www.thehindu.com/news/national/kerala/udf-members-of-local-bodies-to-stage-protest-in-malappuram-on-tuesday/article65309403.ece
313,Lifestyle,Ukraine crisis to headline India-U.S. 2+2 dialogue,"Defence, S&amp;T, climate and public health, building supply chains are high on the agenda","Sun, 10 Apr 2022 21:24:22 +0530",https://www.thehindu.com/news/national/indiaus-22-will-address-broad-agenda-while-working-to-manage-differences-on-ukraine/article65307489.ece
314,Lifestyle,Civil society leaders urge CPI(M) to abandon Silverline project,"They see project as part of neo liberal, corporate- driven agenda","Sun, 10 Apr 2022 20:05:48 +0530",https://www.thehindu.com/news/national/kerala/civil-society-leaders-urge-cpim-to-abandon-silverline-project/article65308982.ece
315,Lifestyle,"Discoms allowed to mobilise ₹ 1,000 cr. through loans/bonds",State govt. issues orders to this effect to ensure uninterrupted supply of quality power,"Sun, 10 Apr 2022 20:15:13 +0530",https://www.thehindu.com/news/national/telangana/discoms-allowed-to-mobilise-1000-cr-through-loansbonds/article65309156.ece
316,Lifestyle,India has 217 space objects orbiting earth; working towards reducing space debris: Report,"India had 103 spacecraft, including active and defunct satellites, and 114 space debris objects, including spent rocket bodies orbiting the earth.","Sun, 10 Apr 2022 16:47:40 +0530",https://www.thehindu.com/sci-tech/science/india-has-217-space-objects-orbiting-earth-working-towards-reducing-space-debris-report/article65308735.ece
317,Lifestyle,Opposition parties should come together to end BJP&#039;s &#039;oppression&#039;: Kharge,"The Leader of Opposition in Rajya Sabha also said that in Uttar Pradesh, the Congress should unite with BSP and together oust the BJP from the State","Sun, 10 Apr 2022 17:06:56 +0530",https://www.thehindu.com/news/national/opposition-parties-should-come-together-to-end-bjps-oppression-kharge/article65308752.ece
318,Lifestyle,"Fall in generation, coal supply issues blamed for power crisis in A.P.",Surge in demand because of summer has resulted in a deficit of 50 MUs per day,"Sun, 10 Apr 2022 18:09:05 +0530",https://www.thehindu.com/news/national/andhra-pradesh/fall-in-generation-coal-supply-issues-blamed-for-power-crisis-in-ap/article65308606.ece
319,Lifestyle,M.C. Josephine dies of cardiac arrest in Kannur,Former chairperson of Kerala Women’s Commission was attending the CPI(M) party congress when she collapsed,"Sun, 10 Apr 2022 19:55:40 +0530",https://www.thehindu.com/news/national/kerala/mc-josephine-dies-of-cardiac-arrest-in-kannur/article65308607.ece
320,Lifestyle,BJP’s Nadda rules out changing Himachal CM,"“The government of Jai Ram Thakur is performing well with full strength,” says BJP President","Sun, 10 Apr 2022 18:29:12 +0530",https://www.thehindu.com/news/national/other-states/bjps-nadda-rules-out-changing-himachal-cm/article65308754.ece
321,Lifestyle,Shah inaugurates border viewing point in north Gujarat,It has been built as a tourist attraction on the lines of the Wagah-Atari border in Punjab,"Sun, 10 Apr 2022 18:31:46 +0530",https://www.thehindu.com/news/national/other-states/amit-shah-inaugurates-border-viewing-point-in-north-gujarat/article65308782.ece
322,Lifestyle,"Homoeopathy truly is the people’s choice for wellness and the last 75 years have proven this more than ever, says Anil Khurana","Basic research studies are conducted to identify mechanism of action of the medicines and the effectiveness of the drugs, says Chairperson, National Commission for Homoeopathy, in an exclusive talk with The Hindu on World Homeopathy Day on April 10","Sun, 10 Apr 2022 16:31:47 +0530",https://www.thehindu.com/news/national/homoeopathy-truly-is-the-peoples-choice-for-wellness-and-the-last-75-years-have-proven-this-more-than-ever-says-anil-khurana/article65308595.ece
323,Lifestyle,CREDAI presses the panic button,Realtors call for immediate steps to check prices of building material and imminent migration of workers,"Sun, 10 Apr 2022 18:49:33 +0530",https://www.thehindu.com/news/national/andhra-pradesh/credai-presses-the-panic-button/article65308807.ece
324,Lifestyle,"1,902 families to join welfare schemes in Odisha on NHRC’s order","Nearly 2,000 applications cleared in a rare single session by the apex human rights body","Sun, 10 Apr 2022 18:55:27 +0530",https://www.thehindu.com/news/national/other-states/1902-families-to-join-welfare-schemes-in-odisha-on-nhrcs-order/article65308740.ece
325,Lifestyle,Marayaur sandal trees: MP seeks setting up of task force,Binoy Viswom writes to Forest Minister regarding protection of sandalwood trees,"Sun, 10 Apr 2022 19:09:31 +0530",https://www.thehindu.com/news/national/kerala/marayaur-sandal-trees-mp-seeks-setting-up-of-task-force/article65308887.ece
326,Lifestyle,Bengaluru joins global network of silk cities,"Hope for Murshidabad to join the elite club, says French textile artist","Sun, 10 Apr 2022 19:05:01 +0530",https://www.thehindu.com/news/cities/bangalore/bengaluru-joins-global-network-of-silk-cities/article65308707.ece
327,Lifestyle,"J&amp;K’s SIA carries out raids in Delhi, Faridabad in terror funding case","Six people are ‘in constant touch with a Pakistan–based mastermind’, says agency","Sun, 10 Apr 2022 19:17:40 +0530",https://www.thehindu.com/news/national/other-states/jks-sia-carries-out-raids-in-delhi-faridabad-in-terror-funding-case/article65308819.ece
328,Lifestyle,KWA to resume spot billing,Complaints galore regarding new system,"Sun, 10 Apr 2022 19:21:13 +0530",https://www.thehindu.com/news/national/kerala/kwa-to-resume-spot-billing/article65309001.ece
329,Lifestyle,Move to consolidate social base,"New Cabinet sees more representation to BC, SC, ST, women","Sun, 10 Apr 2022 21:48:03 +0530",https://www.thehindu.com/news/national/andhra-pradesh/move-to-consolidate-social-base/article65309251.ece
330,Lifestyle,Congress leader confronts Minister on fuel price hikes,"Netta D’Souza said Women and Child Development Minister Smriti Irani blamed rising LPG prices on free vaccines, ration and the poor","Sun, 10 Apr 2022 19:00:58 +0530",https://www.thehindu.com/news/national/other-states/congress-leader-confronts-minister-on-fuel-price-hikes/article65308761.ece
331,Lifestyle,Congress to take out rally from Coimbatore to Chennai against fuel price hike,TNCC president K.S. Alagiri to flag off the rally tomorrow,"Sun, 10 Apr 2022 15:37:58 +0530",https://www.thehindu.com/news/national/tamil-nadu/congress-to-take-out-rally-from-coimbatore-to-chennai-against-fuel-price-hike/article65308601.ece
332,Lifestyle,"Explained: Why India administers ‘precaution dose’ of COVID-19 vaccine, and not ‘booster dose’","As India gears up to administer ‘precaution doses’ of COVID-19 vaccine to eligible population above 18 years from Sunday, the debate over ‘booster’ vs ‘precaution’ doses has arisen.","Sun, 10 Apr 2022 15:33:36 +0530",https://www.thehindu.com/sci-tech/health/explained-why-india-administers-precaution-dose-of-covid-19-vaccine-not-booster-doses/article65306005.ece
333,Lifestyle,Home modification for the elderly catches on,Additions such as grab bars and anti-slip flooring help senior citizens move about with confidence at their homes,"Sun, 10 Apr 2022 17:27:08 +0530",https://www.thehindu.com/news/national/kerala/home-modification-for-the-elderly-catches-on/article65298936.ece
334,Lifestyle,Stage set for TRS protest in Delhi to highlight paddy procurement issue,"KCR to lead ‘deeksha’; Ministers, MPs, MLAs, MLCs and others to participate","Sun, 10 Apr 2022 20:13:07 +0530",https://www.thehindu.com/news/national/telangana/stage-set-for-trs-protest-in-delhi-to-highlight-paddy-procurement-issue/article65309130.ece
335,Lifestyle,My elevation a natural process: Dome,Dome is first Dalit leader in CPI(M) Polit Bureau,"Sun, 10 Apr 2022 20:09:12 +0530",https://www.thehindu.com/news/national/kerala/my-elevation-a-natural-process-dome/article65309150.ece
336,Lifestyle,Vatal asks Karnataka MPs to oppose Centre’s Hindi ‘imposition’,He suspects that the Centre is trying to suppress the regional language in State,"Sun, 10 Apr 2022 20:30:14 +0530",https://www.thehindu.com/news/national/karnataka/vatal-asks-karnataka-mps-to-oppose-centres-hindi-imposition/article65308729.ece
337,Lifestyle,"Continue diploma courses at Kamala Nehru Polytechnic, HC tells Telangana govt.",College principal had requested discontinuation of five courses due to non-receipt of grant-in-aid,"Sun, 10 Apr 2022 21:41:17 +0530",https://www.thehindu.com/news/cities/Hyderabad/continue-diploma-courses-at-kamala-nehru-polytechnic-hc-tells-govt/article65307156.ece
338,Lifestyle,North Indian students learn Yakshagana moves here,They also learnt about music of the art form at the one-month free workshop,"Sun, 10 Apr 2022 19:52:24 +0530",https://www.thehindu.com/news/national/karnataka/north-indian-students-learn-yakshagana-moves-here/article65309184.ece
339,Lifestyle,Supreme Court underscores need for holistic picture of convicts facing death penalty sentencing,‘Mitigating investigators’ could offer judges a more complete picture of the prisoner’s life experiences,"Sun, 10 Apr 2022 19:48:49 +0530",https://www.thehindu.com/news/national/supreme-court-underscores-need-for-holistic-picture-of-convicts-facing-death-penalty-sentencing/article65306267.ece
340,Lifestyle,Andhra Pradesh: app to help rural patients reach out to doctors in time,"RMPs will guide patients to explain problems to doctors, says app developer","Sun, 10 Apr 2022 19:36:30 +0530",https://www.thehindu.com/news/national/andhra-pradesh/andhra-pradesh-app-to-help-rural-patients-reach-out-to-doctors-in-time/article65308777.ece
341,Lifestyle,Yechury re-elected CPI(M) general secretary,"In a first, CPI(M) inducts a Dalit, Ramchandra Dome, into Polit Bureau","Sun, 10 Apr 2022 21:03:21 +0530",https://www.thehindu.com/news/national/kerala/yechury-re-elected-cpim-general-secretary/article65309045.ece
342,Lifestyle,Young team of IAS and IPS officers at the helm in new districts in Andhra Pradesh,Many of them have been posted in the areas that pose diverse challenges,"Sun, 10 Apr 2022 19:29:06 +0530",https://www.thehindu.com/news/national/andhra-pradesh/young-team-of-ias-and-ips-officers-at-the-helm-in-new-districts-in-andhra-pradesh/article65306310.ece
343,Lifestyle,Paddy farmers concerned over summer rains in Kuttanad,‘Changing rainfall patterns has upended the farming calendar across Kuttanad’,"Sun, 10 Apr 2022 19:28:25 +0530",https://www.thehindu.com/news/national/kerala/paddy-farmers-concerned-over-summer-rains-in-kuttanad/article65308912.ece
344,Lifestyle,Thousands participate in Ram Navami procession,Sri Ram Sene and Sri Ram Navami Utsav Samiti organise the event,"Sun, 10 Apr 2022 19:31:00 +0530",https://www.thehindu.com/news/national/karnataka/thousands-participate-in-ram-navami-procession/article65309081.ece
345,Lifestyle,Chamarajanagar MP Srinivasa Prasad joins chorus against ropeway to Chamundi Hills,He has written to CM Bommai about the concerns regarding Chamundi Hills,"Sun, 10 Apr 2022 20:12:06 +0530",https://www.thehindu.com/news/national/karnataka/chamarajanagar-mp-srinivasa-prasad-joins-chorus-against-ropeway-to-chamundi-hills/article65308681.ece
346,Lifestyle,No FBI team in India to probe bitcoin scam: CBI,Congress leaders had sought to know if the FBI was in India to gather information on the alleged bitcoin scam in Karnataka,"Sun, 10 Apr 2022 18:30:18 +0530",https://www.thehindu.com/news/national/no-fbi-team-in-india-to-probe-bitcoin-scam-cbi/article65308583.ece
347,Lifestyle,"Two Pakistani LeT militants killed in Srinagar encounter, says IGP Vijay Kumar","The duo was hiding in a house in the congested locality, which is closer to the tourist hub of Dal Gate.","Sun, 10 Apr 2022 15:26:49 +0530",https://www.thehindu.com/news/national/other-states/two-pakistani-let-militants-killed-in-srinagar-encounter-says-igp-vijay-kumar/article65308630.ece
348,Lifestyle,"Post COVID-19, learning process for children should be accelerated, says World Bank official","If we don’t do something now, this generation will have lower productivity, lower earnings, lower well-being in the future and that is what we need to avoid, says World Bank’s Global Director for Education Jaime Saavedra.","Sun, 10 Apr 2022 15:38:11 +0530",https://www.thehindu.com/news/national/post-covid-19-learning-process-for-children-should-be-accelerated-says-world-banks-global-director-for-education/article65308623.ece
349,Lifestyle,Andhra Pradesh: festive buzz back at Rama temples after two years,Devotees throng the shrines on Rama Navami as COVID-19 infections subside,"Sun, 10 Apr 2022 20:18:52 +0530",https://www.thehindu.com/news/national/andhra-pradesh/andhra-pradesh-rama-temples-wear-festive-look-after-two-years/article65308625.ece
350,Lifestyle,CID to probe Chandru murder case,Let there be an impartial investigation and let the truth come out: Bommai,"Sun, 10 Apr 2022 21:52:43 +0530",https://www.thehindu.com/news/national/karnataka/cid-to-probe-chandru-murder-case/article65309497.ece
351,Lifestyle,Madras High Court judges assess measures taken to prevent elephant deaths on railway tracks,They inspect railway lines that pass through Madukkarai forest range,"Sun, 10 Apr 2022 21:47:26 +0530",https://www.thehindu.com/news/national/tamil-nadu/madras-high-court-judges-assess-measures-taken-to-prevent-elephant-deaths-on-railway-tracks/article65308634.ece
352,Market,Disinvestment: The big privatisation pushback, Disinvestment: The big privatisation pushback,2022-03-05T03:30:03+05:30,https://www.indiatoday.in/magazine/economy/story/20220314-disinvestment-the-big-privatisation-pushback-1920309-2022-03-05?utm_source=rss
353,Politics,Whatever happened to Rishi Sunak's political honeymoon?,"The chancellor's ratings are slumping, with colleagues questioning his chances of becoming PM.","Fri, 08 Apr 2022 18:31:53 GMT",https://www.bbc.co.uk/news/uk-politics-61042105?at_medium=RSS&at_campaign=KARANGA
354,Politics,Infosys: Tech firm part-owned by Chancellor Rishi Sunak's wife closing Russia office,"Rishi Sunak has been under pressure over his wife's stake in Infosys, which operates in Russia.","Fri, 01 Apr 2022 16:19:19 GMT",https://www.bbc.co.uk/news/uk-politics-60952063?at_medium=RSS&at_campaign=KARANGA
355,Politics,Poorest households could miss out on £150 council tax rebate,"Many low-income households in England will not receive cost-of-living payment, research suggests.","Sat, 02 Apr 2022 00:34:27 GMT",https://www.bbc.co.uk/news/uk-politics-60916008?at_medium=RSS&at_campaign=KARANGA
356,Politics,Partygate: Police issue fines over No 10 gathering on eve of Prince Philip's funeral,"Police issue fixed penalty notices to some people who attended a gathering on 16 April 2021, sources say.","Mon, 04 Apr 2022 01:40:09 GMT",https://www.bbc.co.uk/news/uk-60978069?at_medium=RSS&at_campaign=KARANGA
357,Politics,Conversion therapy: Ban to go ahead but not cover trans people,The government U-turns on plans to drop a ban on conversion therapy for gay and bisexual people.,"Fri, 01 Apr 2022 17:51:32 GMT",https://www.bbc.co.uk/news/uk-60947028?at_medium=RSS&at_campaign=KARANGA
358,Politics,Anti-social behaviour: Two million police reports go unattended,"Crime figures are released to the Lib Dems, who accuse the government of being ""soft on crime"".","Fri, 01 Apr 2022 13:18:48 GMT",https://www.bbc.co.uk/news/uk-politics-60947149?at_medium=RSS&at_campaign=KARANGA
359,Politics,Energy price: Bill shock for millions as rises hit,Analysts warn of another big rise in energy costs in October following increases in a host of essential bills.,"Fri, 01 Apr 2022 14:51:13 GMT",https://www.bbc.co.uk/news/business-60943192?at_medium=RSS&at_campaign=KARANGA
360,Politics,Newport Wafer Fab: 'No decision' on chip plant's sale to Chinese firm,Reports that a takeover of Newport Wafer Fab has been approved are denied by ministers.,"Fri, 01 Apr 2022 18:47:23 GMT",https://www.bbc.co.uk/news/uk-wales-politics-60953645?at_medium=RSS&at_campaign=KARANGA
361,Politics,Labour staff 'gagged' over sexual harassment claims,Two former Labour staff were asked to sign confidentiality agreements after bringing harassment complaints against a senior official.,"Sat, 02 Apr 2022 00:38:52 GMT",https://www.bbc.co.uk/news/uk-politics-60940971?at_medium=RSS&at_campaign=KARANGA
362,Politics,Jacob Rees-Mogg's firm seeks to ditch Russian investments,The cabinet minister is part-owner of a financial firm with investments in Russia.,"Thu, 31 Mar 2022 09:53:01 GMT",https://www.bbc.co.uk/news/uk-politics-60928087?at_medium=RSS&at_campaign=KARANGA
363,Politics,"I know how Will Smith felt about his wife being criticised, says Rishi Sunak","The chancellor speaks out over criticism of his wife, who owns shares in a firm operating in Russia.","Thu, 31 Mar 2022 15:11:27 GMT",https://www.bbc.co.uk/news/uk-politics-60941902?at_medium=RSS&at_campaign=KARANGA
364,Politics,Sewage: Urgent plan to stop discharges into rivers and sea,"The UK government is putting water firms under pressure after 1,000 sewage spills a day in 2021.","Thu, 31 Mar 2022 15:44:24 GMT",https://www.bbc.co.uk/news/uk-politics-60944107?at_medium=RSS&at_campaign=KARANGA
365,Politics,Sir Keir Starmer launches Labour's local elections push,"The Labour leader brands the Tories ""pathetic"" and promises to help people deal with spiralling inflation.","Fri, 01 Apr 2022 10:35:10 GMT",https://www.bbc.co.uk/news/uk-politics-60935514?at_medium=RSS&at_campaign=KARANGA
366,Politics,Covid: MP almost collapsed in Commons chambers,"Andrew Gwynne says he remains ""perpetually exhausted"" after first contracting the virus in 2020.","Thu, 31 Mar 2022 16:41:38 GMT",https://www.bbc.co.uk/news/uk-england-manchester-60946667?at_medium=RSS&at_campaign=KARANGA
367,Politics,Liz Truss visits India on same day as Sergei Lavrov,Rival UK and Russian trips seek to enlist Delhi's support over the war in Ukraine.,"Thu, 31 Mar 2022 15:57:28 GMT",https://www.bbc.co.uk/news/uk-politics-60939406?at_medium=RSS&at_campaign=KARANGA
